restaurant_id,description
643,once off the main road follow series of twists and turns uphill to reac the villag of acquapart at an altitud of almost 800m wher you’ll find one of the best restaurants the region
125,this gastronomic institution has been an emblem of the versil region for the past 40 years ever sinc it opened 1981 and is now proudly run by daughter chiar an expert sommelier who
131,small restaurant just stone’s throw from the sea whic is memorabl for its chic decor and intim ambienc the cuisin combines traditional influences with an innov approac resulting
657,the 19c millston press and cisterns can still be seen the dining room at this restaurant bearing witness to its past as an oliv oil mill situated spectacul coll val d’els
864,the elegant finedining restaurant at calett boutiqu hotel cal lun boasts an attract dining room rizz mar wher meals are served low season as well as an open garden on via
1681,180° views of the val venost provid the theatrical setting for chef gerhard wieser’s precis technical cuisin at this restaurant wher the tasting menu changes with the seasons and focuses on
1859,situated one of the typical squares of lucca’s beautiful historic centr this restaurant boasts four dining rooms – the central room is adorned with shelves of win bottles whil the others
1695,situated just few minutes from the seafront promenad quiet residential district this restaurant with relaxing ambienc serves delicious ligurian cuisin with focus on organic
870,housed the village’s historic win cell this well kept rustic style restaurant with typical wooden ceilings serves traditional regional cuisin
680,situated on the outskirts of ferrar this reliabl classicstyl restaurant now run by the fifth generation of the sam family serves carefully prepared cuisin based around local ingredients
12,this friendly restaurant has pleasantly convivial and lively ambienc try selection of homemad antipast to start followed by generous portions of traditional cuisin from monferr
858,this longestablished restaurant just outsid sondr has been run for the past decad by gianluc whos experienc injects new lif into traditional dishes from the local region as well as
1865,this restaurant the new hom of young chef luc abbruzzin occupies the first floor of historic palazz the town centr whic has recently been converted into small hotel offering six
1871,situated small villag the bass brescian region this restaurant comes as something of surpris due to its focus on fish with the selection of raw seafood options and the
694,this restaurant housed an 18c building is run by its talented and enthusiastic owners serg front of hous and annar the kitchen who do the utmost to provid guests with the best
1050,small indoor dining room and verand with lak view and sliding windows whic open completely summer provid the setting for regionally inspired dishes and lak specialities at this
1736,the former furor inn hotel has reopened with new contemporary mediterranean look and new nam the furor grand hotel along with new gourmet restaurant the bluh furor boasting whit
1722,this old 18c farmhous has exposed brick ceiling beams and an impress fireplac it makes feast of tasty tuscan cuisin elaborated from local ingredients especially meat settl into the
1044,situated an attract retrostyl room to the rear of an elegant delicatessen this restaurant offers just four tables and restricted menu of topquality traditional emilian dishes the
737,served an elegant dining room or on the delightful outdoor terrac fin weather the highly creativ cuisin at this restaurant has its roots regional traditions and excellent local
1,overlooking the dock this restaurant boasts timber decor and 180° views of the sea and punt ala the islands of elba gigl and montecrist and the argentar – delightful panoram whic
723,originally from testacc the district of rom that is historically associated with butcher’s shops chef francesc ciucc serves som of the best meat dishes the italian capital including
1078,accessed via steep narrow flight of steps this restaurant boasts traditional and friendly ambienc the cuisin is traditionally tuscan pic past with ragu and trip are among the most
1093,this restaurant may hav changed management but its location an old carefully restored coac hous with barrel vaults and brick walls remains the sam the regional cuisin has its roots
910,althoug parolin is situated laz chefs isid and rom bring together the influences of thre neighbouring regions the simply prepared dishes namely laz tuscany the beautiful
1939,this pleasant rural trattor has simpl informal ambienc it serves generous portions of delicious regional cuisin including homemad past and excellent meat
1087,the old villag of salinar young enterprising chef runs this simpl restaurant his creativ cuisin is prepared with the best regional produc of romagn
904,this genuinely roman restaurant whic takes its nam from the marches grill film whic symbolises the spirit of rom is elegant and nobl style yet with hint of irony althoug the
1911,run by chef flav cost ligurian by birth and piedmontes by adoption this restaurant is named after the dat his twin daughters wer born housed on an estat that was producing win as early
1905,the difficulty whic perhaps you may encounter when trying to reac this trattor is compensated by the very pleasant family atmosph and genuin hom mad cooking
938,decorated the sam classic elegant style as the famous hermitag hotel whic it is located this spacious restaurant offers an impress menu of modern yet unfussy dishes alongsid
1534,overlooking the tyrrhenian sea the tables at this restaurant offer sea views whether you’r sitting the winter dining room or on the outdoor summer terrac the menu her focuses on
1252,there’s story behind the nam of this restaurant on the 30th day of every month travelling salesman used to stop this small delightful villag the meantim young frenc chef
509,cosy elegant stubestyl restaurant wher the staff wear typical aost valley costum and the menu features dishes with particul focus on chees including an excellent fondu alongsid
1246,occupying late19c palazz what was historic win cell right up to the lat 1960s this wellrun family restaurant serves regional cuisin with contemporary twist the basement dining
1520,this simpl restaurant right on the seafront facing the island of tavolar is run by highly experienced coupl working alongsid an excellent chef who creates modern cuisin from the best fish
253,this lively restaurant with young vibrant atmosph stands next to the butcher’s shop run by the sam family the menu features delicious tuscan cuisin including dishes such as papp
1508,tiny rural villag this contemporary almost minimaliststyl restaurant serves modern cuisin with an emphasis on seasonal regional produc
535,the flavours of naples reinterpreted simpl convincing dishes whic imagination goes hand hand with tradition situated near the vomer district this welcoming restaurant offers
521,two small modern dining rooms with contemporary paintings on the walls provid the backdrop for classic specialities from ferrar as well as the chef’s renowned fish dishes at this restaurant
247,this restaurant boasts rural location the montefeltr region to whic half the menu is dedicated fresh homemad pastas salum porchettastyl rabbit etc the other half focuses on meat
1291,this cheerful and attract contemporary restaurant near the parliament building serves traditional roman cuisin mad from interesting seasonal ingredients there’s pleasant outdoor spac
1285,young coupl she was born chin he’s halffrenc halfitalian hav settled this quiet residential district wher they now run tiny yet successful restaurant with around 20 seats
290,the japanes chef at this restaurant adds his own personal interpretation to italian dishes ther is focus on regions such as marc piedmont and tuscany wher he gained most of his culinary
284,situated the charming historic centr of the upper part of the town right behind the torr gualtier this restaurant occupies 19c building with 15c foundations regional cuisin
285,housed the resort of the sam nam this elegant restaurant is full of historic charm enhanced by its whit damask linen and beautiful candlesticks the win list pays obvious trib to the
291,althoug not on the seafront this restaurant is well worth visit thanks to its excellent owner chef who has had years of experienc to perfect his frenc culinary techniques exciting
1284,it’s well worth leaving the coast and climbing into the foothills to get to this small restaurant serving excellent cuisin housed rusticstyl hous with individual furnishings what
1290,fans of piedmontes cuisin will be the element this restaurant situated the attract novar hills thanks to enthusiastic chef luis marell and her husband angel valazz the latter
520,colourful contemporarystyl restaurant within the locand artist art hotel new address that is striking for its larg art collection displayed throughout its various rooms the
246,situated on the azi agriturist sa mandr this restaurant allows guests to savour one of sardinia’s emblematic ingredients namely delicious roast suckling pig whic is the focus of the
1509,an elegant dining room with larg windows and classic decor provides the setting for modern mediterranean meat and fish dishes the win list features good selection of labels from the region
252,definitely one of the most reliabl restaurants this are vib valent marin overlooks vib marin port and is the perfect choic for anyon keen on classic mediterranean cuisin with
534,fish plays the starring rol her wher the authentic traditional flavours and ingredients of aeolian cuisin are skilfully interpreted with touc of imagin fla if it’s not too hot to
1247,over half century has passed sinc this restaurant was opened 1968 by “mamma” teres and “papa” giusepp – and it’s still going strong and althoug the staff her are proud of the restaurant
1521,typical of the alto adig and situated right next to its own farm from wher the beef on its menu is sourced this restaurant pays careful attention to detail both its decor the staff wear
1535,standing on round terrac this restaurant with fairly plain interior serves dishes mad from som of the best produc of the region – cured hams bread past and famous tuscan meats the
508,chef giorg eugen gogg offers uniqu and authentic gastronomic experienc that focuses on fresh ingredients mostly vegetables many of whic are sourced from small organic gardens the 90€
1253,signor gianell fell lov with this delightful late19c hamlet surrounded by the green hills north of vicenz and bought restaurant her whic she has renovated an elegant feminin
1904,historic palazz built over the foundations of the teatr pompe is hom to this atmospheric restaurant whic brings together history and contemporary art however the real star is the fish on
939,althoug this restaurant now occupies new premises an old building once used for salting fish its style of cuisin featured on thre tasting menus “stor passioni” “mur casa” and
1910,housed the elegant relais vill flor this restaurant occupies natural terrac with breathtaking views of the nissen hills the dishes are predominantly regional style yet reinterpreted
1938,situated picturesqu villag the val serin this familyrun restaurant has welcoming ambienc the menu features small selection of mostly local dishes including specialities such as
905,this restaurant stands on the main squar of delightful villag it serves excellent cuisin that focuses on piedmontes traditions whil at the sam tim being creativ and reasonably priced
1086,althoug the contemporary minimaliststyl decor is typical of japanes restaurants the cuisin will as mor of surpris with its magical blend of classic japanes dishes mad from
911,this rustic restaurant is faithful to the culinary traditions of the are with an added spirit of discovery it is located charming squar pleasant outdoor are for summertim
1092,this famous classic restaurant cagliar serves topquality cuisin its modern dining rooms and on an outdoor terrac the menu features interesting reinterpretations of sardinian dishes
1079,manuel bouchard’s cuisin impressed our inspectors thanks to striking features such as his minimalist approac and the use of just few wellchosen ingredients traditional recipes such as plin
722,this mediterraneanstyl restaurant has the evoc feel of seasid villag with its beautiful photos of the coast on the walls it’s best to book ahead if you want one of the tables on the
736,this topquality restaurant occupies just one simpl minimaliststyl dining room wher the young femal chef serves happy combination of piedmontes ingredients and mor creativ dishes
1723,if you lik fish and you find yourself arezz then this is the plac for you saffron serves rang of traditional and imagin raw fish dishes inspired by different traditions from the
1045,this restaurant is run by an enthusiastic coupl with luc front of hous the classic and welcoming dining room and christian at the helm the kitchen the menu is lighter and less
1051,occupying the sit of restaurant that was highly successful the 1980s and 90s impront is hom to young local chef who showcases skills acquired leading michelinstarred restaurant
1737,situated the heart of the historic centr overlooking the monumental piazz san giustin this restaurant has traditional feel keeping with its location enhanced by typical brick walls
1870,small beautifully maintained restaurant offering concis selection of carefully prepared and attractively presented dishes the cuisin her is often creativ yet inspired by sardinian
695,situated next to the villag churc this restaurant has been serving excellent south tyrolean cuisin sinc as far back as 1602 hous specialities includ caned press dumplings and
859,occupying the atmospheric setting of the eden theatr former late19c musical caf this restaurant adorned with beautiful libertystyl frescoes is the perfect backdrop for elegant
13,housed an old 17c hay barn near the duom belltower this interesting win bar offers around 400 different labels to accompany an array of simpl yet wellprepared traditional dishes including
681,just few tables and an elegantly contemporary decor provid the setting for cuisin with focus on the sea with simpler dishes availabl at lunchtim and mor creativ far served the
1864,it is widely accepted that the best carbonar rom is served this restaurant we hav to agre – and this is no mean feat given that this is one of the capital’s iconic dishes however
1694,the chef at this small gastronomic restaurant serves cuisin whic acts as bridg between basilic and tuscany the two most significant regions his lif resulting creativ delic
871,boasting fresh topquality feel kuccagn is run by young and energetic management team the menu features meat and fish dishes alik including cuts of meat cooked over the everpresent
865,just stone’s throw from the famous vial cipress avenu one of italy’s bestknown wineproducing areas this restaurant occupies one of the region’s most famous wineries namely guad
1858,its pleasant surpris to discover the well maintained and friendly modern establishment this hous the centr of town creativ dishes of piedmontes cuisin
1680,following recent refurbishment el fil is now even mor comfortabl than ever boasting an alpineinfluenced decor that is striking for its contemporary style the dolomites and ladin culinary
130,occupying an early 20c building the heart of pallanza’s picturesqu historic centr this authentic bistr now has young and contemporary feel run by massimil celest talented chef
656,regional specialities including snails and pik historical establishment once an inn now an elegant establishment under the management of signor umbert
642,this restaurant celebrates its 25th birthday 2021 with owner feder chignol returning to the kitchen ably assisted by his son filipp the cuisin has changed too and now focuses on local
1119,situated right on the seafront miky is one of the best restaurants for fish including the famous monteross anchovies the region serving cuisin whic is mor and mor exciting and
124,this restaurant housed within the elegant vill franc hotel the upper part of posit boasts small bright dining room with distinct black marbl tables just seven of them glass
1657,housed within the box multifunctional spac that is hom to vintag cars and contemporary art works surrounded by garden with splendid oliv trees this restaurant serves excellent fish and
1131,housed what appears to be simpl villag hous on street corner this restaurant boasts four original and comfortabl dining rooms including the romantic rustic ambienc of the former win
1125,modern designerstyl restaurant staffed by young and efficient frontofhous team the cuisin showcases traditional piedmontes recipes created with respect and enthusiasm resulting
1643,this restaurant housed country hous dating from the 19c offers elegant period dining rooms and menu featuring mediterraneanstyl meat and fish dishes
118,an elegant restaurant with rustic yet chic atmosph wher the cuisin manages to surpris without losing its connection to local traditions her ingredients from the lagoon are prepared
497,alic is the finedining restaurant at borg santandre beautiful luxury hotel situated just outsid the villag of conc marin on the amalf coast wher both the hotel and restaurant
483,situated on the ground floor of the palazz gherardesc and surrounded by beautiful matur gardens palag is gourmet evening restaurant decorated elegant refined neoclassic style
1496,originally monastery this building dating back to the 11c was later transformed into an inn having closed at the beginning of this century the building has now been fully renovated and
1482,situated fairytal setting this property resembles castl althoug it was fact built as customs hous on the po river the 14c althoug the family’s ancestors wer once workers on
454,there’s been recent chang management at this informal friendly restaurant whic serves generously portioned carefully prepared dishes from the region and elsewh italy at highly
332,chef terry giacomell has taken inspiration from his travels around the world to cre his nin menu whil his classic option focuses on italian favourites his cuisin features combination of
1469,as you enter this restaurant you’r struck by the sight of hundreds of bottles of win lining the walls first and foremost win bar innocent win experiences is transformed into restaurant
326,the legendary san pietr is one of the jewels of the amalf coast as well as one of the most famous hotels the world zass its michelinstarred restaurant is extremely popul with visitors
440,templ for the production of culatell ham whic featur the dishes served and is also matured on the premises the maturing rooms are well worth visit vedel also serves other
1333,surrounded by the greenery of the brianz hills this vill on the outskirts of the villag boasts delightful garden and an elegant dining room with verand althoug the cuisin her is
468,if you lik walking our advic is to approac this restaurant on foot from the lively cors umbert taking the steps up to the duom san giorg and then enjoying pleasant stroll throug
1455,this elegant restaurant with chairs and tables of different designs and original workmanship it is skilful chef filipp moriggi’s cuisin that really captures your attention the interesting
1441,already popul the lat 19c this inn the town’s historic centr has retained its vintag atmosph period furnishings and decor the cuisin focuses on local produc with fresh past
1327,this restaurant once referred to as “l’oster cava’i” referenc to the cart drivers and the horses who used to stop her after the first world war has history dating back 100 years
1457,this restaurant housed marzamemi’s old tun fishery boasts an outdoor terrac with tables overlooking one of the most picturesqu squares sicily as well as an indoor dining room and another
1331,spanish influences are evident the cuisin served at this lively restaurant situated the heart of this bustling town after years spent working spain the ownerchef has returned to
1325,an interesting choic of win with plenty of options by the glass attent servic classic yet contemporarystyl dining room and good honest cuisin prepared by ownerchef paol the
1443,lid and guid alci opened the restaurant 1961 and italian cuisin has not been the sam sinc – the hard work signalled the beginning of real chang whic revolutionised cooking
318,ciel is the gourmet restaurant at the splendid and aptly named sommit hotel whic is housed typical old mansion right at the top of this whitewashed town with its limeston steps the
330,althoug the cuisin at cosm is influenced by the ingredients and culinary traditions of campan this restaurant is also an excellent choic for thos searc of mor elabor and creativ
456,having returned to his nativ villag ownerchef luc test has opened this restaurant former sheepfold on the outskirts of the villag perched at an altitud of 950m the restaurant boasts
442,young enthusiastic and professional coupl has taken over the reins at this modern and welcoming restaurant serving cuisin that is inspired by sustainabl and seasonal approac ingredients
1319,the nam of this restaurant gives good indication of the experienc you can expect her culinary voyag throug the chef’s varied selection of recipes and ingredients som from the alps
324,small welcoming restaurant full of sicilian charm chiar welcomes guests front of hous and pepp works the kitchen creating fin traditional cuisin reinterpreted with his own personal
1494,this beautiful warm and welcoming country hous fresh past dishes tak up much of the spac on the menu – and deservedly so whether you opt for mor traditional or creativ dishes the
1480,situated the picturesqu historic centr of cell this old boathous with typical brick ceiling is now hom to an excellent gourmet restaurant wher young chef creates som of the most
495,chef cicc sult provides an intim portrait of sicily at this restaurant situated just stone’s throw from the duom san giorg the heart of ibla one of the most charming historic
481,this simpl restaurant stands out for its delicious authentic cuisin whic is influenced by ligurian and italian traditions alik the culinary techniques used are classic both its meat
1133,located residential district on the edge of town this unexpected elegant fish restaurant offers refreshing chang from the typical boiled meat dishes of moden guests can choos the
668,chef andre laross real connoisseur of the ingredients and tradition of piedmont but equally at eas with mor creativ cuisin is at the helm at this restaurant wher larg dining room is
1655,far away from the tourist hordes veniss is situated small walled vineyard dating back to the middl ages – compl with 14c belltower – on the small island of mazzorb magical setting
1899,housed on the ground floor of the elisabeth due hotel this restaurant enjoys fin reputation the are around fan recent years the ownerchef has intensified his efforts to sourc
1641,housed beautiful historic building this business originally win bar henc the nam “enoteca” gradually developed into restaurant over the years the menu focuses uniquely on fish
1127,once you’v passed throug vietr heading towards the amalf coast you to the giardin fuent perched on cliff sloping towards the sea this hotel complex boasts beac terraced
654,for over 40 years the ventr family hav been championing the flavours of irpin seeking out the region’s best seasonal ingredients thes are then used traditional dishes such as soups as
132,the magnificent biodynamic rai farm an enchanting 180hect oasis between nov ligur and gav is hom to contemporary art foundation the ross cair family winery steiner school for
1669,opened 1910 this historic restaurant with an attract shaded outdoor pergol serves an extens array of delicious local fish prepared traditional recipes enjoy selection of typical
126,small cosy completely wood panelled stub has been set up this residential building the menus are traditional but invent
898,situated on the second and top floor don’t worry there’s lift of the historic kursaal building this panoramic penthousestyl restaurant has recently been given new contemporary design
640,undeniably characteristic and refreshing dug out of the rock that once formed the old aragones walls the four dining rooms this restaurant run one into another under brick arches and then
39,nestled amid the win estates and rolling hills of monferr this historic farmhous has been carefully restored its enthusiastic owners the restaurant her serves contemporary dishes inspired
873,delightful restaurant overflowing with memories of the past wher the topquality cuisin has strong roots the gastronomic traditions of this region including selection of meats cooked
1696,from its location the heart of rom this restaurant takes guests on culinary journey across the glob with focus on asi and japan particul anthony genoves blends influences from
1682,farmhous on the edges of town this restaurant has rustic dining are with modern tables and chairs and beautiful summer terrac with view authentic local dishes
867,two hug red lamps welcom guests to this minimaliststyl restaurant decorated dark typically asian colours the carefully prepared cuisin focuses on modern reinterpreted chines dishes
697,highly renowned his nativ veron michelin starred chef gianc perbellin has now opened restaurant milan wher he continues to offer traditional italian cuisin from the north and
1872,after spending tim working the aost valley chef giacom devot from sarzan has returned to his nativ region wher he has converted an old 17c country farmhous nestled amid tranquil
1866,boasting quiet informal and youthful atmosph this restaurant overlooking the main squar surprises guests with its simpl ideas and impress culinary techniqu it’s immediately obvious
683,classical rustic style environment with walls ston and brick vaulted or wood and ston ceilings the cuisin is authentically local but with pleasant touc of creativity
11,this restaurant the heart of the historic centr has been set up an 18c hamlet the cuisin is strictly traditional but skilfully reinterpreted to tak advantag of contemporary tastes
1047,situated the heart of brer and refurbished the autumn of 2019 this restaurant showcases italian artisanal skills throug its bespok furnishings creating fin setting for canzian’s
1721,the word “modern” sums up the cuisin her althoug mor than one word is needed to do justic to this restaurant housed an old courtyard typical of lombardy acquerell focuses on flavour
1735,opened 1912 and now run by the fourth generation of the sam family this is one of the best restaurants the oltrep paves are if you’r looking to sampl the gastronomic delights of this
708,the heart of the etruscan resort clos to the synagogu tuscan dishes small restaurant with well stocked win cell and two dining rooms hewn out of the rock
1053,situated on the ring road whic runs around ibla one of the most charming and picturesqu historic districts sicily this restaurant is as delightful as its surroundings desp being partly
2,pictur postcard hay barn immersed the silenc of the woods provides the perfect setting to sampl traditional recipes choos from specialities such as montebor flan with acac honey
720,situated on the fifth floor of the due torr hotel the restaurant has recently been refurbished giving it an even mor charming and atmospheric feel than befor the cuisin is creativ style
1709,situated on the main road running alongsid the sea this pleasant restaurant with larg car park occupies late19c building that has been transformed into an attract rusticstyl eatery
734,overlooking the picturesqu squar the town’s oldest medieval district and accessed throug its arcaded portic this restaurant boasts two dining rooms with an attract nostalgic feel and
1084,business for over 20 years arca is definitely one of the best restaurants this are elegantly modern style with part of the kitchen open to the dining room the restaurant owes its
907,tucked away corner of the town centr this restaurant has small entranc that opens into two bright and airy dining rooms with an elegant feel the cuisin is typical of romagn with
1090,an ancient farmhous dating back to the 15th century the characteristic vaulting of the ceilings is ston furnishings are excellent tast and professional management guarantees full
913,this restaurant is bolz institution it is typical inn whos origins are lost the mists of tim and is still furnished traditional biedermeier style the menu focuses on regional
1906,situated just behind the beautiful piazz de ferrar this restaurant with quiet ambienc and elegant decor provides the backdrop for young chef daniel rebosio’s superb everevolving cuisin
1912,at this restaurant ownerchef franc francios focuses on the abruzz dishes whic are both traditional and modern the cuisin showcases the best ingredients from the region including
278,situated small rural hamlet this restaurant is one of the best the venetian hinterland for topquality fish served welcoming dining rooms the fish and seafood dishes her are
1523,the several tasting menus at this restaurant includ an ontrend vegetarian option mediterranean menu with an excellent tun chateaubriand and spring onion jelly the typical piedmontes “
1245,situated secluded location this small gem of restaurant boasts skilfully restored ston dining room with welcoming feel the menu her has cle frenc influenc evident both the
1251,named after the slaughterhous opened oppos the premises 1927 this restaurant was taken over 30 years later by the grandfather of one of the current partners as he was convinced that the
1537,housed what was once an old family hom this elegant restaurant serves delicious regional cuisin the menu includes dishes that hav been skilfully and imaginatively enhanced by the chef
244,the first sight to greet you when you enter this restaurant is barbecu grill for cooking meat the meat itself can be seen ageing nearby with numerous cuts and meats to choos from and the
1279,once you hav passed promising display of products sit down one of the two light and airy elegant dining rooms or on the pleasant summer terrac cuisin from land and sea
522,situated on giarre’s main street this small simpl restaurant has just few tables and an informal atmosph the menu offers small selection of reasonably priced dishes with focus on
536,both the berghotel ladin and its restaurant of the sam nam boast warm vintag alpinestyl ambienc with wood decor that tells the story of this business whic opened as simpl inn back
250,from the classic restaurant on the first floor no lift of this early 20c palazz you’ll enjoy fin views of the sea and the strait of messin her skilled chef filipp cogliard prepares
1286,situated residential district on the outskirts of town this simpl restaurant with colourful decor serves excellent cuisin althoug many of the dishes are typical italian favourites it
1292,the mott of this restaurant is “in step with the times yet inspired by tradition” the cuisin her is mad from fresh seasonal ingredients with particul focus on fish prepared using
287,once you’v left your car the car park and crossed the bremb river you enter fairytal setting of meadows and horses surrounded by the orobic peaks her the cuisin is declaration of
293,situated the heart of port nuov the most modern district of milan and an are that “is liked by peopl who are liked” to use the words of an old advertising slogan this restaurant
292,situated via stell this restaurant eschews an overly ornat decor favour of simpler mor contemporary and elegant style whic is enhanced by striking works of art massim bottur is
286,this welcoming restaurant the hills surrounding lak alser makes guests feel completely at hom the two young chefs with plenty of experienc behind them cre modern dishes with
1293,as its nam suggests this restaurant once garag on piazz cestell has young minimalist ambienc the welcom and servic her are friendly whil the cuisin is never ordinary
1287,situated amid the attract alleyways the centr of rho this simpl yet pleasant and friendly restaurant serves delicious local cuisin abruzz specialities are to the for including dishes
537,housed 16c farmhous with and outdoor swimming pool the cam piccol agritur stands on hill overlooking the umbrian countrysid 10 minutes’ driv from montefalc her chef
251,simpl environment manages to cre an interesting cuisin the menu is quit extens the dishes are authentic and the atmosph is welcoming
245,don’t be misled by the word trattor – this is an elegant restaurant offering superb views of the surrounding hills the cuisin her is constantly changing with use of local produc whic is
523,small bistrostyl restaurant with an evening loung bar situated narrow alleyway the town centr the young team her serv imagin mediterranean meat and fish dishes prepared from
1278,housed beautiful early20c residenc with panoramic terrac overlooking the hamlet of san don pogg this restaurant comprises dining room and winter garden to the rear of the
1250,santag poised between two gulfs don alfons represents an imag of southern italy the family and mediterranean cuisin found few other restaurants boasting an enchanting garden
1536,situated the centr of villag the bass bergamasc are this longestablished familyrun restaurant has rustic decor softened by the owners’ femal touc the overall feel is that of
1522,enjoy traditional cuisin served an elegant 16c dining room with fireplac or mor informal trattoriastyl rooms of whic are decorated with the sam theatrical them the recipes
279,run by the iaccarin family who are renowned for the mediterranean cuisin at santag due golf som dishes from whic featur on the menu her this restaurant owes much to its
1244,delicious cuisin full of the flavours of the mediterranean prepared by the german owner chef delightful littl restaurant the bustling centr of cefalù simpl surroundings but
1913,nestled between splendid beaches and bays this restaurant focuses on the sea not only its views but also its cuisin the owner takes centr stag the dining room whil the dishes
1907,soak up the ambienc of historic genov this restaurant whic serves specialities such as paniss ric seafood salad and ligurian fish dishes its informal and comfortabl dining room the
912,whether you din indoors on the bright verand or the win cell with its barrels and wines produced by the estat you’ll enjoy cuisin at this familyrun restaurant whic has gained
1091,minimaliststyl restaurant featuring wood decor an extens display of bottles and som windows boasting partial yet splendid views of the dolomites the chef her prepares creativ
906,small slic of paradis the historic centr of modic wher the daughters of ownerchef pepp baron continu the family culinary tradition whil adding the youthful influenc to the
1085,classic fish restaurant that opts for simply prepared dishes rather than fussy invent avant gard cuisin the perfect address for thos searc of traditional far
1708,this restaurant overlooking the magnificent piazz grand and the logg vasarian that takes up one whol sid of the squar was opened the summer of 2022 by the enthusiastic fatjon and
735,this restaurant situated the maz of alleyways that makes up the historic centr of cegl boasts tables small atmospheric inner courtyard the restaurant has long been famous for its
721,occupying the charming romantic setting of thousandyearold monastery this restaurant serves meals either its sal pap dining room or at tables arranged delightful inner
3,this delightful alpin style restaurant stands the picturesqu upper section of the val formazz the menu features local specialities reinterpreted with light modern twist outdoor dining
1734,situated on the seafront facing the small tourist harbour of san leon this elegant restaurant boasts an attract summer terrac with relaxed ambienc her you can savour selection of
1052,gourmet food win boutiqu and luxury butcher’s shop one this restaurant serves remarkabl produc and delicious cuisin at the tables behind its gleaming windows whil its wid
709,anton and mariapaol the current generation at the helm of this restaurant ably assisted by the next generation hav had hug success her having achieved and maintained michelin star for
1046,the best way to enjoy the delicious cuisin served at this restaurant the upper part of town surrounded by woods and vineyards is to ask for recommendations from signor anna the owner and
1720,situated next to the castell scaliger one of the most attract alleyways of sirmion rucol 20 is striking for its contemporary ambienc dominated by profusion of wood the cuisin
1867,the former bar of the railway station situated the park next to the station has been transformed into this glassfronted restaurant with terrac for summer dining exciting personalised
10,you’ll need to allow plenty of tim to get to the inland villag of san desider wher bruxabosc has been run by the sam family and delighting guests sinc 1862 but the journey is certainly
682,ambitious italian cuisin including som dishes inspired by frenc traditions creatively prepared with the occasional use of mor exotic ingredients if you’r having problems choosing from
696,long established rustic style restaurant with an impress open fireplac the middl of the dining room the cuisin is seasonal with grilled meats and whit asparagus on the menu at
1873,16c working mill rooms full of atmosph one with fireplac and servic summer on the lakesid typical vicenz cuisin with vegetarian dishes
1683,situated vast historic park near the centr of brunic this restaurant occupies vill that was once part of the moessmer textil factory – to illustr the fact an interesting fabric
866,not far from piazz popol and rome’s most exclus shopping streets this restaurant is situated the palazz ripett hotel what was once the refectory of 17c convent today the
872,this old monastery moirag overlooking the navigl paves canal was founded 1250 and converted into an inn as early as 1478 centuries may hav passed but the tradition of hospitality
38,famous chef carl cracc has opened restaurant what was once pitosfor right oppos the small harbour portofin so that his lucky guests enjoy fin views of the water the small
1697,althoug getting to this restaurant is not easy the pleasant driv that takes you throug calabria’s beautiful countrysid dotted with countless oliv trees makes it even mor worthwhil at the
127,this is one of cagliari’s most interesting restaurants – real must if you find yourself visiting sardinia’s capital city its long narrow dining room with modern furnishings enjoy simpl
641,situated on the fifth floor of the hotel bulgar with views of the mausoleum of augustus ristor nik rom boasts spacious terrac and an elegant welcoming dining room with mahogany
899,the ownerchef’s calabrian origins are evident on menu that combines mediterranean cuisin including fish and seafood with piedmontes specialities and showcases beautifully presented dishes
655,situated the historic centr of small villag the parc pollin this long established restaurant has one culinary aim – to keep aliv traditional local dishes such as raviol with
1668,after mor than 60 years business this trattor housed an old warehous for storing fishing nets is still solid choic for quality and pric alik situated the centr of cav
133,the location of this rooftop restaurant could hardly be mor glamorous head up the most famous flight of steps the world to the hassler hotel wher you tak lift up to one of the italian
1640,situated the historic centr of not whic is slowly returning to lif after the earthquak this restaurant is part of the smart palazz senec hotel you pass throug succession of small
1898,stronghold of milanes cuisin for over 30 years sadler now has new location the cas baglion hotel beautiful art nouveaustyl building dating from 1913 the restaurant has
1126,the prototyp of typical romagn restaurant run by an efficient and friendly family team excellent choic of high quality first and second courses including fresh past hams and salamis
669,the menu at this restaurant features meat and seasonal ingredients served personalised recipes and contemporarystyl dishes ther are also thre tasting menus the main one consists of eight
1132,situated slightly abov the marin this elegant restaurant has young chef at the helm who has cemented his reputation via contemporary occasionally creativ dishes whic showcas the best
1654,this restaurant the centr of this small town is run by the silvestr family father and son summer book one of the tables the charming outdoor spac overlooking the squar the menu
480,japanes cuisin served small restaurant wher both the cuisin and decor are minimalist style her young chef satosh hazam creates light dishes full of japanes flavour mad from
494,this restaurant with lowkey hushed atmosph has the feel of tastefully furnished priv hom with an open fir lit winter and cool welcoming outdoor dining spac for the warmer
1481,this rustic vintagestyl country restaurant run by the alajm brothers stands on the banks of the sil river just few minutes from the venetian lagoon and overlooks vegetabl garden
1495,situated period building not far from the duom this restaurant has long dining room whic resembles an aisl leading to the openview kitchen to the rear the dining room itself is
1318,this longestablished restaurant has been part of the milanes culinary scen for over 60 years and continues to attract foodlovers searc of topquality cuisin today it serves generous
443,the small historic center of town coupl with comprehens management experienc operates this well maintained modest restaurant offering eclectic cuisin
325,small minimalist restaurant the town centr wher both the ambienc and the cuisin are contemporary style with hint of sardinian influenc the chef is originally from the island
331,situated just stone’s throw from the concattedral san pietr apostol auror boasts cheerful and contemporarystyl dining room with colourful furnishings soft lighting and plenty of
